Code  Long.   cos      sin    Name
000   0.000000.624110+0.778730Greenwich
267 204.530440.941705+0.337234New Horizons KBO Search-CFHT
268 289.308030.875516-0.482342New Horizons KBO Search-Magellan/Clay
269 289.309140.875510-0.482349New Horizons KBO Search-Magellan/Baade
270                           Unistellar Network, Roving Observer
274                           James Webb Space Telescope
275                           Non-geocentric Occultation Observation
276  20.382790.608295+0.791076Plonsk
277 356.817500.561580+0.824670Royal Observatory, Blackford Hill, Edinburgh
278 116.449400.768180+0.638090Peking, Transit of Venus site
279  10.728220.631526+0.772827Seeberg Observatory, Gotha (1787-1857)
280   8.911800.601140+0.796460Lilienthal
281  11.352200.714480+0.697330Bologna
282   4.360300.722450+0.689120Nimes
283   8.816300.602040+0.795790Bremen
284  15.831100.605360+0.793290Driesen
285   2.370800.661350+0.747590Flammarion Observatory, Juvisy
286 102.788300.906940+0.420570Yunnan Observatory
290 250.107990.842743+0.537438Mt. Graham-VATT
291 248.400240.849471+0.526470LPL/Spacewatch II
292 285.105800.766300+0.640330Burlington, New Jersey
293 285.589900.769360+0.636680Burlington remote site
294 285.846700.760310+0.647390Astrophysical Obs., College of Staten Island
295 283.000000.778900+0.625100Catholic University Observatory, Washington
296 286.251500.736500+0.674200Dudley Observatory, Albany (after 1893)
297 286.819000.720300+0.691300Middlebury
298 287.340800.749430+0.659880Van Vleck Observatory
299 107.616000.993160-0.118080Bosscha Observatory, Lembang
300 133.544440.823370+0.565720Bisei Spaceguard Center-BATTeRS
301 288.846700.702790+0.709260Mont Megantic
302 288.880000.990000+0.150000University of the Andes station
303 289.129600.988900+0.151850OAN de Llano del Hato, Merida
304 289.298000.875590-0.482170Las Campanas Observatory
305 109.551400.820660+0.569630Purple Mountain, Hainan Island station
306 290.676900.984770+0.173810Observatorio Taya Beixo, Barquisimeto
307 287.716600.724100+0.687430Shattuck Observatory, Hanover
309 289.595690.909943-0.414336Cerro Paranal
310 288.871640.739802+0.670574Minor Planet Center Test Code
312 112.334000.957400+0.287700Tsingtao field station, Xisha Islands
318 115.691000.852060-0.521700Quinns Rock
319 116.135000.848830-0.527020Perth Observatory, Perth-Lowell Telescope
320 116.438100.858590-0.511020Chiro Observatory
321 115.757100.850780-0.523780Craigie
322 116.134000.848820-0.527030Perth Observatory, Bickley-MCT
323 116.135000.848820-0.527030Perth Observatory, Bickley
324 116.327700.765980+0.640720Peking Observatory, Shaho Station
327 117.575000.762780+0.644700Peking Observatory, Xinglong Station
330 118.820900.848280+0.527880Purple Mountain Observatory, Nanking
333 249.523600.849360+0.526420Desert Eagle Observatory
334 120.319600.809250+0.585520Tsingtao
337 121.184300.857080+0.513480Sheshan, formerly Zo-Se
340 135.485300.821990+0.567620Toyonaka
341 137.948600.806690+0.589230Akashina
342 134.318900.834250+0.549550Shishikui
343 127.125800.786880+0.615070Younchun
344 128.976700.808410+0.586950Bohyunsan Optical Astronomy Observatory
345 128.457500.800460+0.597730Sobaeksan Optical Astronomy Observatory
346 127.385400.804740+0.591660KNUE Astronomical Observatory
347 139.908600.804170+0.592440Utsunomiya-Imaizumi
348 135.266900.816980+0.574750Ayabe
349 139.566220.810402+0.583916Ageo
350 139.263500.805040+0.591320Kurohone
351 135.867800.819390+0.571350Sakamoto
352 136.177800.820610+0.569630Konan
353 135.064800.822650+0.566690Nishi Kobe
354 140.020600.801090+0.596740Kawachi
355 139.213300.816180+0.575900Hadano
356 141.086700.783190+0.619700Kogota
357 140.006400.808070+0.587120Shimotsuma
358 140.158600.788560+0.612960Nanyo
359 135.171900.827820+0.559120Wakayama
360 132.944200.833140+0.551380Kuma Kogen
361 134.893300.826490+0.561060Sumoto
362 140.655000.736730+0.673980Ray Observatory
363 130.770300.834160+0.549670Yamada
364 130.574700.852130+0.521640YCPM Kagoshima Station
365 135.957900.825970+0.561960Uto Observatory
366 138.300300.811470+0.582670Miyasaka Observatory
367 133.167000.815040+0.577470Yatsuka
368 138.811700.812130+0.581910Ochiai
369 139.150000.810100+0.584400Chichibu
370 133.527300.834240+0.549560Kochi
371 133.596500.824330+0.564310Tokyo-Okayama
372 133.827600.834500+0.549200Geisei
373 135.339700.828660+0.557970Oishi
374 134.719600.819150+0.571740Minami-Oda Observatory
375 134.870800.820600+0.569700Uzurano
376 139.039200.813210+0.580220Uenohara
377 135.793300.820140+0.570310Kwasan Observatory, Kyoto
378 136.014200.824370+0.564260Murou
379 137.627900.823000+0.566130Hamamatsu-Yuto
380 137.034900.821900+0.567720Ishiki
381 137.625420.812172+0.581777Tokyo-Kiso
382 137.555300.809150+0.586390Tokyo-Norikura
383 137.895900.802180+0.595260Chirorin
384 138.179200.821900+0.567800Shimada
385 138.468000.820390+0.569970Nihondaira Observatory
386 138.321700.811210+0.583090Yatsugatake-Kobuchizawa
387 139.194400.810000+0.584690Tokyo-Dodaira
388 139.542100.813300+0.579910Tokyo-Mitaka
389 139.744700.813470+0.579650Tokyo (before 1938)
390 139.872500.804250+0.592340Utsunomiya
391 140.778430.786177+0.615960Sendai Observatory, Ayashi Station
392 141.366700.733550+0.677410JCPM Sapporo Station
393 140.129200.809000+0.585800JCPM Sakura Station
394 142.320800.706920+0.704930JCPM Hamatonbetsu Station
395 142.358300.722400+0.689100Tokyo-Asahikawa
396 142.420800.723600+0.687900Asahikawa
397 141.476100.732100+0.678920Sapporo Science Center
398 139.108000.808700+0.586300Nagatoro
399 144.590000.731580+0.679500Kushiro
400 143.782700.723440+0.688110Kitami
401 139.420800.808800+0.586100Oosato
402 136.307800.818000+0.573350Dynic Astronomical Observatory
403 137.055600.815930+0.576250Kani
404 140.929200.790900+0.609900Yamamoto
405 139.329200.806900+0.588700Kamihoriguchi
406 141.823300.729460+0.681740Bibai
407 140.309900.784260+0.618370Kahoku
408 138.174700.811210+0.583280Nyukasa
409 139.521100.812340+0.581240Kiyose and Mizuho
410 134.891000.818830+0.572220Sengamine
411 139.417000.807390+0.588050Oizumi
412 140.599100.800110+0.598030Iwaki
413 149.066080.855595-0.516262Siding Spring Observatory
414 149.007700.816940-0.574990Mount Stromlo
415 149.063600.816150-0.576060Kambah
416 149.133600.817010-0.574850Barton
417 137.137100.796110+0.603170Yanagida Astronomical Observatory
418 150.940340.857259-0.513294Tamworth
419 150.832900.833700-0.550380Windsor
420 151.205000.831260-0.554040Sydney
421 133.765000.832440+0.552620Mt. Kajigamori, Otoyo
422 151.046100.855030-0.517090Loomberah
423 151.124730.831807-0.553222North Ryde
424 149.065800.817580-0.574050Macquarie
425 152.931600.887960-0.458430Taylor Range Observatory, Brisbane
426 136.821700.856180-0.514980Woomera
427 138.728300.826670-0.560840Stockport
428 153.397000.882710-0.468370Reedy Creek
429 149.040000.817610-0.574020Hawker
430 149.212300.855500-0.516230Rainbow Observatory, near Coonabarabran
431 149.757800.835480-0.547930Mt. Tarana Observatory, Bathurst
432 153.082220.863790-0.502166Boambee
433 152.107800.841970-0.537710Bagnall Beach Observatory
434  10.920600.707650+0.704190S. Benedetto Po
435  11.893600.703300+0.708520G. Colombo Astronomical Observatory, Padua
436  11.335600.716580+0.695280Osservatorio di Livergnano
437 284.697100.767000+0.639530Haverford
438 287.362100.740590+0.669780Smith College Observatory, Northampton
439 253.253900.811560+0.582880ROTSE-III, Los Alamos
440 278.684200.730250+0.680970Elginfield Observatory
441 357.169700.555590+0.828670Swilken Brae, St. Andrews
442 357.482200.747700+0.661900Gualba Observatory
443 301.465600.823700-0.565130Obs. Astronomico Plomer, Buenos Aires
444 243.279400.835070+0.548680Star Cruiser Observatory
445 359.420000.780200+0.623500Observatorio d'Ontinyent
446 262.166600.870490+0.490580Kingsnake Observatory, Seguin
447 255.205600.771540+0.634480Centennial Observatory
448 253.280100.845430+0.532680Desert Moon Observatory, Las Cruces
449 279.650300.826170+0.561560Griffin Hunter Observatory, Bethune
450 279.333900.818570+0.572540Carla Jane Observatory, Charlotte
451 262.756900.794470+0.605360West Skies Observatory, Mulvane
452 279.106300.898000+0.438500Big Cypress Observatory, Fort Lauderdale
453 242.133100.820300+0.570210Edwards Raven Observatory
454 283.376780.774542+0.630425Maryland Space Grant Consortium Observatory
455 237.963600.789120+0.612180CBA Concord
456 358.827800.613480+0.787090Daventry Observatory
457  18.340300.662210+0.746850Partizanske
458 355.980600.759920+0.648050Guadarrama Observatory
459 288.117200.726070+0.685380Smith River Observatory, Danbury
460 265.998100.830100+0.555790Area 52 Observatory, Nashville
461  19.894300.671530+0.738690University of Szeged, Piszkesteto Stn. (Konkoly)
462 283.084200.779050+0.624880Mount Belleview Observatory
463 254.737500.767260+0.639590Sommers-Bausch Observatory, Boulder
464 288.501300.751090+0.657990Toby Point Observatory, Narragansett
465 174.780100.801660-0.595780Takapuna
466 174.848700.800200-0.597700Mount Molehill Observatory, Auckland
467 174.776600.800580-0.597240Auckland Observatory
468  13.329600.746520+0.663490Astronomical Observatory, Campo Catino
469   7.382000.678730+0.732050Courroux
470  13.327560.749268+0.660088Ceccano
471   8.238900.563640+0.823250Houstrup
472   6.320300.712250+0.699980Merlette
473  13.316610.694793+0.716822Remanzacco
474 170.464960.720773-0.691079Mount John Observatory, Lake Tekapo
475   7.696500.707470+0.704430Turin (before 1913)
476   7.140750.706596+0.705358Grange Observatory, Bussoleno
477   0.485600.621030+0.781170Galleywood
478   3.089600.725480+0.685970Lamalou-les-Bains
479   6.050500.730200+0.680960Sollies-Pont
480   0.773300.614660+0.786160Cockfield
481   7.930670.595365+0.800771Moorwarfen
482 357.185400.555600+0.828660St. Andrews
483 173.803600.747340-0.662540Carter Observatory, Black Birch Station
484 174.759400.751910-0.657060Happy Valley, Wellington
485 174.765400.752560-0.656350Carter Observatory, Wellington
486 175.470000.765000-0.643000Palmerston North
487 355.444400.568580+0.819890Macnairston Observatory
488 358.366400.574860+0.815530Newcastle-upon-Tyne
489 359.870000.612000+0.788000Hemingford Abbots
490 358.000000.633000+0.772000Wimborne Minster
491 356.900000.761310+0.646440Centro Astronomico de Yebes
492 358.470000.605000+0.795000Mickleover
493 357.454200.797530+0.601820Calar Alto
494 357.836100.611260+0.788790Stakenbridge
495 357.662470.597857+0.798936Altrincham
496 358.686000.631100+0.773100Bishopstoke
497 359.294490.622323+0.780160Loudwater
498 359.258100.613340+0.787180Earls Barton
499 359.790780.625578+0.777562Cheam
500   0.000000.000000+0.000000Geocentric
501   0.347500.632370+0.772080Herstmonceux
502   0.847930.618111+0.783475Colchester
503   0.094800.614000+0.786670Cambridge
504   4.394400.685530+0.725700Le Creusot
505   4.563900.622900+0.779700Simon Stevin
506   9.960000.598000+0.797000Bendestorf
507   5.220000.617000+0.783000Nyenheim
508   5.290000.617000+0.783000Zeist
509   5.872500.731320+0.679760La Seyne sur Mer
510   8.025600.631850+0.772570Siegen
511   5.715700.721400+0.690340Haute Provence
512   4.489300.614770+0.786060Leiden (before 1860)
513   4.785500.699710+0.712090Lyons
514   8.438000.651300+0.756300Mundenheim (1907-1913)
515   7.495600.646560+0.760380Volkssternwarte Dhaun, near Kirn
516   9.973210.595399+0.800741Hamburg (before 1909)
517   6.135800.692010+0.719570Geneva (from 1967)
518   9.972700.595450+0.800710Marine Observatory, Hamburg
519   8.286700.625980+0.777290Meschede
520   7.096600.634270+0.770530Bonn
521  10.887940.645624+0.761154Remeis Observatory, Bamberg
522   7.767700.662790+0.746330Strasbourg
523   8.651200.642510+0.763740Frankfurt
524   8.460500.650900+0.756600Mannheim
525   8.769170.633171+0.771473Marburg
526  10.147700.584260+0.808860Kiel
527   9.943100.595500+0.800700Altona
528   9.942600.623400+0.779310Gottingen
529  10.722900.502590+0.861630Christiania
530  10.689800.591100+0.803900Lubeck
531  12.479700.745450+0.664340Collegio Romano, Rome
532  11.608400.668530+0.741300Munich
533  11.871500.703350+0.708470Padua
534  12.391300.626060+0.777190Leipzig (since 1861)
535  13.357800.787820+0.613860Palermo
536  13.106200.611350+0.788730Berlin-Babelsberg
537  13.364200.609700+0.790000Urania Observatory, Berlin
538  13.846100.709980+0.701870Pola
539  14.131600.669680+0.740240Kremsmunster
540  14.275300.664700+0.744770Linz
541  14.395300.643060+0.763310Prague
542  13.037400.609100+0.790400Falkensee
543  12.368800.626000+0.777200Leipzig (before 1861)
544  13.351310.610644+0.789263Wilhelm Foerster Observatory, Berlin
545  16.381700.667670+0.742000Vienna (before 1879)
546  16.354900.667600+0.742070Oppolzer Observatory, Vienna
547  17.036300.629040+0.774790Breslau
548  13.395000.609990+0.789760Berlin (1835-1913)
549  17.625700.503410+0.861160Uppsala
550  11.419600.594300+0.801500Schwerin
551  18.189500.672010+0.738080Hurbanovo, formerly O'Gyalla
552  11.341800.714850+0.697000Osservatorio S. Vittore, Bologna
553  18.993800.640020+0.765740Chorzow
554   8.395900.636840+0.768450Burgsolms Observatory, Wetzlar
555  19.826300.643360+0.763060Cracow-Fort Skala
556  11.260000.675000+0.734000Reintal, near Munich
557  14.779610.645250+0.761529Ondrejov
558  21.030300.613960+0.786720Warsaw
559  14.980000.793000+0.607000Serra La Nave
560  10.931000.703262+0.708561Madonna di Dossobuono
561  19.894300.671530+0.738690Piszkesteto Stn. (Konkoly)
562  15.923600.669380+0.740620Figl Observatory, Vienna
563  13.600000.671000+0.739000Seewalchen
564  11.190000.671000+0.741000Herrsching
565  10.134400.704370+0.707460Bassano Bresciano
566 203.742400.936230+0.351560Haleakala-NEAT/GEODSS
567  12.711700.697830+0.713870Chions
568 204.527800.941710+0.337250Maunakea
569  24.958700.498910+0.863750Helsinki
570  25.299000.579400+0.812300Vilnius (since 1939)
571  10.630000.704000+0.708000Cavriana
572   6.890000.631000+0.772000Cologne
573   9.661200.614500+0.786200Eldagsen
574  10.266700.704630+0.707210Gottolengo
575   6.808000.682190+0.728940La Chaux de Fonds
576   0.376000.630670+0.773460Burwash
577   7.500000.678000+0.734000Metzerlen Observatory
578  27.990000.898000-0.439000Linden Observatory
579   8.850000.711000+0.701000Novi Ligure
580  15.493600.682420+0.728620Graz
581  22.800000.830000-0.556000Sedgefield
582   1.240800.616820+0.784470Orwell Park
583  30.271700.690870+0.720560Odessa-Mayaki
584  30.294600.502130+0.861890Leningrad
585  30.524620.640067+0.765748Kyiv comet station
586   0.142300.733580+0.677990Pic du Midi
587   9.229180.697459+0.714479Sormano
588  11.250000.715000+0.697000Eremo di Tizzano
589  12.643690.738223+0.672386Santa Lucia Stroncone
590   7.460000.678000+0.734000Metzerlen
591   9.625800.609950+0.789790Resse Observatory
592   7.021140.628245+0.775437Solingen
593  11.170000.739000+0.671000Monte Argentario
594  13.203300.744970+0.665290Monte Autore
595  13.525780.696925+0.714749Farra d'Isonzo
596  12.618300.744460+0.665450Colleverde di Guidonia
597   9.663100.614610+0.786210Springe
598  11.334090.717444+0.694448Loiano
599  13.557640.739311+0.671604Campo Imperatore-CINEOS
600  11.470800.716180+0.695640TLC Observatory, Bologna
601  13.728100.630090+0.773940Engelhardt Observatory, Dresden
602  16.385400.667640+0.742030Urania Observatory, Vienna
603  10.130000.586220+0.807450Bothkamp
604  13.475240.610235+0.789572Archenhold Sternwarte, Berlin-Treptow
605   7.113000.621420+0.780860Marl
606   9.995600.593530+0.802120Norderstedt
